#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  60 312
# Band-Index    1
   0.12935    -22.640489    -22.640495
   0.11318    -22.640489    -22.640493
   0.09701    -22.640494    -22.640497
   0.08084    -22.640494    -22.640501
   0.06467    -22.640490    -22.640502
   0.04851    -22.640489    -22.640499
   0.03234    -22.640490    -22.640497
   0.01617    -22.640488    -22.640490
   0.00000    -22.640483    -22.640483
 
# Band-Index   13
   0.00000    -22.635906    -22.635906
   0.01617    -22.635913    -22.635912
   0.03234    -22.635920    -22.635913
   0.04851    -22.635922    -22.635913
   0.06467    -22.635926    -22.635914
   0.08084    -22.635925    -22.635918
   0.09701    -22.635921    -22.635918
   0.11318    -22.635918    -22.635914
   0.12935    -22.635920    -22.635914
   0.14552    -22.635919    -22.635913
   0.14552    -22.635919    -22.635913
   0.16168    -22.635919    -22.635915
   0.17785    -22.635919    -22.635912
   0.19402    -22.635921    -22.635913
   0.21019    -22.635920    -22.635913
   0.22636    -22.635916    -22.635913
   0.24253    -22.635907    -22.635910
   0.25869    -22.635908    -22.635909
   0.27486    -22.635906    -22.635907
   0.29103    -22.635907    -22.635907
   0.29103    -22.635907    -22.635907
   0.31390    -22.635909    -22.635908
   0.33676    -22.635911    -22.635910
   0.35963    -22.635919    -22.635918
   0.38249    -22.635920    -22.635918
   0.40536    -22.635924    -22.635918
   0.42822    -22.635916    -22.635916
   0.45109    -22.635917    -22.635917
   0.47396    -22.635913    -22.635913
   0.49682    -22.635906    -22.635906
   0.49682    -22.635906    -22.635906
   0.51969    -22.635913    -22.635913
   0.54255    -22.635917    -22.635917
   0.56542    -22.635916    -22.635916
